movement,Back-prop,Gazdag,Kirchhoff
Lateral,23.64475593942301,0.0003556890211165453,0.02709591444605709
Vertical,11.949957541909582,16.078855822973658,16.798605533970385
Diagonal,0.6829004599611938,0.003341393251351301,0.0155269809361199
FluidFlow,0.9674728315727524,0.1716970227583915,0.33525957528264266
