movement,Back-prop,Gazdag,Kirchhoff
Lateral,43.617076366294654,0.0012884864237656898,0.13871690040189136
Vertical,21.46712736568184,28.736619255487636,30.003610185184204
Diagonal,2.2505006132677305,0.018896988813777944,0.08989363468534765
FluidFlow,5.88053760444443,0.5907593735264127,1.1313388594084857
